id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,document
53737246,Beautiful Presidential Suite In Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16438,-118.45485,Private room,119,30,1,2021-12-26,0.07,1003,365,0,Los Angeles,Beautiful Presidential Suite In Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $119 per night. Minimum nights: 30. Reviews: 1.
51637333,"Stylish 1 BD w/ Private Parking, Patio & Wifi",266379705,Marie,City of Los Angeles,Venice,34.00113,-118.46884,Entire home/apt,163,30,2,2021-09-15,0.11,21,0,0,Los Angeles,"Stylish 1 BD w/ Private Parking, Patio & Wifi. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Venice. Price: $163 per night. Minimum nights: 30. Reviews: 2."
716616304965006977,Tiki Paradise Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16416,-118.45522,Private room,99,30,0,,0.0,1003,364,0,Los Angeles,Tiki Paradise Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 0.
799263470114457179,Tropical Suite In A Mansion,401130632,Scott And Jino,City of Los Angeles,Sherman Oaks,34.16429739820271,-118.45482280958804,Private room,89,30,0,,0.0,663,364,0,Los Angeles,Tropical Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $89 per night. Minimum nights: 30. Reviews: 0.
34184882,"HELLO Hollywood & Beyond
1st stop ValleyVillage CA",250089251,Jaana,City of Los Angeles,Valley Village,34.16939,-118.38917,Private room,98,1,102,2022-11-19,2.19,1,19,11,Los Angeles,"HELLO Hollywood & Beyond
1st stop ValleyVillage CA. Room type: Private room. City: Los Angeles. Neighbourhood: Valley Village. Price: $98 per night. Minimum nights: 1. Reviews: 102."
3011569,"❤️Beach Gem w/Patio, steps to Abbot Kinney &Canals",2344764,Kevin,City of Los Angeles,Venice,33.98706,-118.46662,Entire home/apt,300,30,359,2022-10-15,3.35,5,0,3,Los Angeles,"❤️Beach Gem w/Patio, steps to Abbot Kinney &Canals. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Venice. Price: $300 per night. Minimum nights: 30. Reviews: 359."
46907070,Private Master Bdrm w/Ensuite Bath-West Lancaster,15836380,Nina,Other Cities,Lancaster,34.69012,-118.19562,Private room,44,1,143,2023-03-05,5.4,25,336,76,Los Angeles,Private Master Bdrm w/Ensuite Bath-West Lancaster. Room type: Private room. City: Los Angeles. Neighbourhood: Lancaster. Price: $44 per night. Minimum nights: 1. Reviews: 143.
799266477259919294,Private Suite In A Mansion,401130632,Scott And Jino,City of Los Angeles,Sherman Oaks,34.16364,-118.45471,Private room,99,30,0,,0.0,663,365,0,Los Angeles,Private Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 0.
825462167234118040,Unique Townhouse 4 bedroom,500377298,Elena,Other Cities,West Hollywood,34.092602135810274,-118.34446589980332,Entire home/apt,331,3,1,2023-02-20,1.0,10,343,1,Los Angeles,Unique Townhouse 4 bedroom. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: West Hollywood. Price: $331 per night. Minimum nights: 3. Reviews: 1.
50757948,Studio Guest House w/ outdoor space (Unit 3),79399428,Hayk,Other Cities,Burbank,34.1814,-118.34454,Entire home/apt,103,5,14,2023-01-14,0.76,5,173,7,Los Angeles,Studio Guest House w/ outdoor space (Unit 3). Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Burbank. Price: $103 per night. Minimum nights: 5. Reviews: 14.
720454720067316450,Cozy room with balcony in heart of Pasadena,283803870,Nia,Other Cities,Pasadena,34.14838,-118.13823,Private room,70,6,1,2022-11-21,0.28,2,18,1,Los Angeles,Cozy room with balcony in heart of Pasadena. Room type: Private room. City: Los Angeles. Neighbourhood: Pasadena. Price: $70 per night. Minimum nights: 6. Reviews: 1.
52023508,Sunny SoCal Escape ~ 5 Mi to Universal Studios!,126644161,Evolve,Other Cities,Burbank,34.16608,-118.30313,Entire home/apt,253,3,19,2023-02-19,1.06,79,337,8,Los Angeles,Sunny SoCal Escape ~ 5 Mi to Universal Studios!. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Burbank. Price: $253 per night. Minimum nights: 3. Reviews: 19.
594117308026500045,"Lofty, Quiet & Private, Light & Bright 1 Bedroom",103713897,Jeff,Other Cities,Santa Monica,34.03464,-118.46974,Entire home/apt,150,30,0,,0.0,1,365,0,Los Angeles,"Lofty, Quiet & Private, Light & Bright 1 Bedroom. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Santa Monica. Price: $150 per night. Minimum nights: 30. Reviews: 0."
50973397,Beautiful Private Designer Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16214,-118.45601,Private room,99,30,1,2021-09-02,0.05,1003,365,0,Los Angeles,Beautiful Private Designer Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 1.
732958723256352443,"6 BED top floor, Downtown VIEW,   Rooftop, 3 Bedro",378333785,Ju,Other Cities,Glendale,34.12679,-118.25917,Entire home/apt,252,3,4,2023-01-15,0.98,5,196,4,Los Angeles,"6 BED top floor, Downtown VIEW,   Rooftop, 3 Bedro. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Glendale. Price: $252 per night. Minimum nights: 3. Reviews: 4."
22084109,Sunny Catalina Island Home - Steps to Avalon Bay!,126644161,Evolve,Other Cities,Avalon,33.34023,-118.32572,Entire home/apt,408,2,65,2023-02-12,1.09,79,300,23,Los Angeles,Sunny Catalina Island Home - Steps to Avalon Bay!. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Avalon. Price: $408 per night. Minimum nights: 2. Reviews: 65.
48971736,Lime Tree Guest Room,10503640,Sarah,City of Los Angeles,Baldwin Hills/Crenshaw,34.02157,-118.34391,Entire home/apt,137,2,28,2023-02-22,1.24,1,22,5,Los Angeles,Lime Tree Guest Room. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Baldwin Hills/Crenshaw. Price: $137 per night. Minimum nights: 2. Reviews: 28.
7728468,Apartment right in Hollywood !,18588828,Courtney,City of Los Angeles,Hollywood Hills,34.10769,-118.32414,Entire home/apt,85,30,5,2015-08-26,0.05,1,0,0,Los Angeles,Apartment right in Hollywood !. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Hollywood Hills. Price: $85 per night. Minimum nights: 30. Reviews: 5.
22978748,Very spacious studio  apartment by the beach.,2466121,Lisa,Other Cities,Santa Monica,34.00682,-118.49112,Entire home/apt,209,2,205,2023-02-20,3.32,2,71,59,Los Angeles,Very spacious studio  apartment by the beach.. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Santa Monica. Price: $209 per night. Minimum nights: 2. Reviews: 205.
48197952,Stunning Designer Studio Retreat in Franklin Hills,25033254,Kristen,City of Los Angeles,Los Feliz,34.10072,-118.28231,Entire home/apt,276,2,110,2023-02-26,4.82,2,152,57,Los Angeles,Stunning Designer Studio Retreat in Franklin Hills. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Los Feliz. Price: $276 per night. Minimum nights: 2. Reviews: 110.
50996944,Beautiful Private Designer Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16268,-118.45461,Private room,99,30,0,,0.0,1003,365,0,Los Angeles,Beautiful Private Designer Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 0.
837333684814324422,Gorgeous 3 Bedroom Townhome,500377298,Elena,Other Cities,West Hollywood,34.09163885997443,-118.34607917559588,Entire home/apt,244,3,0,,0.0,10,178,0,Los Angeles,Gorgeous 3 Bedroom Townhome. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: West Hollywood. Price: $244 per night. Minimum nights: 3. Reviews: 0.
578190236481197660,Modern 1-bedroom in the heart of LA!,448603368,Div,City of Los Angeles,Koreatown,34.07488,-118.29315,Entire home/apt,257,1,1,2023-02-21,1.0,2,35,1,Los Angeles,Modern 1-bedroom in the heart of LA!. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Koreatown. Price: $257 per night. Minimum nights: 1. Reviews: 1.
771802696244972834,An Oasis of Comfort Suite,489668629,Andre,Other Cities,Beverly Hills,34.06004,-118.38367,Entire home/apt,150,1,0,,0.0,70,365,0,Los Angeles,An Oasis of Comfort Suite. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Beverly Hills. Price: $150 per night. Minimum nights: 1. Reviews: 0.
807233483839346345,Nautical Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16267,-118.45448,Private room,99,30,0,,0.0,1003,364,0,Los Angeles,Nautical Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 0.
755318677774188142,Beverly Hills Home by Just Bring Your Toothbrush,13992754,Just Bring Your Toothbrush,Other Cities,Beverly Hills,34.06478,-118.39428,Entire home/apt,225,30,2,2022-12-12,0.64,48,341,2,Los Angeles,Beverly Hills Home by Just Bring Your Toothbrush. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Beverly Hills. Price: $225 per night. Minimum nights: 30. Reviews: 2.
732807858229493486,Downtown Los Angeles Luxury home + Pool & Rooftop,469007868,Tanya,Other Cities,Glendale,34.1239,-118.2581,Entire home/apt,146,2,2,2022-12-13,0.44,12,88,2,Los Angeles,Downtown Los Angeles Luxury home + Pool & Rooftop. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Glendale. Price: $146 per night. Minimum nights: 2. Reviews: 2.
31041688,Chateau Rose,42569656,Mimi,Other Cities,Pasadena,34.14419,-118.13077,Entire home/apt,450,2,0,,0.0,1,0,0,Los Angeles,Chateau Rose. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Pasadena. Price: $450 per night. Minimum nights: 2. Reviews: 0.
622110115151998505,In peaceful neighborhood,109897922,Jhonathan,Unincorporated Areas,West Whittier-Los Nietos,33.97066,-118.05605,Private room,73,1,0,,0.0,1,340,0,Los Angeles,In peaceful neighborhood. Room type: Private room. City: Los Angeles. Neighbourhood: West Whittier-Los Nietos. Price: $73 per night. Minimum nights: 1. Reviews: 0.
38521755,Artistic Private Room,2666392,Taina,Other Cities,Glendale,34.13468,-118.24891,Private room,60,2,0,,0.0,1,0,0,Los Angeles,Artistic Private Room. Room type: Private room. City: Los Angeles. Neighbourhood: Glendale. Price: $60 per night. Minimum nights: 2. Reviews: 0.
786186353812203987,4 BR Pool Home Near Attractions,61406671,Lisa,Other Cities,Artesia,33.868179932785445,-118.0752636669595,Entire home/apt,275,4,0,,0.0,2,98,0,Los Angeles,4 BR Pool Home Near Attractions. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Artesia. Price: $275 per night. Minimum nights: 4. Reviews: 0.
678618735846617200,"2bed 2bath, POOL, 24 hr GYM, 1G Wi-Fi parking",289267606,Sarah,Other Cities,Carson,33.84586,-118.27815,Entire home/apt,122,4,27,2023-02-18,3.68,1,57,27,Los Angeles,"2bed 2bath, POOL, 24 hr GYM, 1G Wi-Fi parking. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Carson. Price: $122 per night. Minimum nights: 4. Reviews: 27."
546674115488060193,New listing Arcadia big master bedroom 阿卡迪亚超大主卧,136517211,Yola,Other Cities,Arcadia,34.127499,-118.048706,Private room,85,1,6,2023-01-03,0.61,5,83,6,Los Angeles,New listing Arcadia big master bedroom 阿卡迪亚超大主卧. Room type: Private room. City: Los Angeles. Neighbourhood: Arcadia. Price: $85 per night. Minimum nights: 1. Reviews: 6.
53339686,2 BM 1.5 bath condo walking distance from beach!,33951343,Lindsey,City of Los Angeles,Playa del Rey,33.95735,-118.43674,Entire home/apt,240,30,0,,0.0,1,365,0,Los Angeles,2 BM 1.5 bath condo walking distance from beach!. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Playa del Rey. Price: $240 per night. Minimum nights: 30. Reviews: 0.
8764762,"Brentwood Village, Resort Living, Gated, Love Dogs",45960685,Alisia,City of Los Angeles,Brentwood,34.06373,-118.47029,Shared room,85,30,0,,0.0,1,0,0,Los Angeles,"Brentwood Village, Resort Living, Gated, Love Dogs. Room type: Shared room. City: Los Angeles. Neighbourhood: Brentwood. Price: $85 per night. Minimum nights: 30. Reviews: 0."
11887148,"Charming Spanish, Westwood Area
2 bed, 1.5 bath",623254,Keyira,City of Los Angeles,West Los Angeles,34.04066,-118.43334,Entire home/apt,300,30,1,2018-11-11,0.02,1,365,0,Los Angeles,"Charming Spanish, Westwood Area
2 bed, 1.5 bath. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: West Los Angeles. Price: $300 per night. Minimum nights: 30. Reviews: 1."
38405853,Bright & Charming 1BR Guest Suite - Baldwin Hills!,292567674,Michele,City of Los Angeles,Baldwin Hills/Crenshaw,34.00608,-118.35011,Entire home/apt,87,2,141,2023-02-28,3.44,1,16,71,Los Angeles,Bright & Charming 1BR Guest Suite - Baldwin Hills!. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Baldwin Hills/Crenshaw. Price: $87 per night. Minimum nights: 2. Reviews: 141.
47012818,Entire House just 5 minutes from Manhattan Beach,10100264,Zack,Unincorporated Areas,Del Aire,33.91038,-118.36223,Entire home/apt,149,28,1,2021-05-02,0.04,1,242,0,Los Angeles,Entire House just 5 minutes from Manhattan Beach. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Del Aire. Price: $149 per night. Minimum nights: 28. Reviews: 1.
731907205299799248,"Hollywood Hills Zen Villa ~Jetliner Views, Hot Tub",482526208,Canyon Luxury,City of Los Angeles,Hollywood Hills West,34.10692,-118.38402,Entire home/apt,613,3,6,2023-02-06,1.25,7,364,6,Los Angeles,"Hollywood Hills Zen Villa ~Jetliner Views, Hot Tub. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Hollywood Hills West. Price: $613 per night. Minimum nights: 3. Reviews: 6."
584220774715712216,Cozy DTLA Studio with a Balcony and View,118251884,Jonathan,City of Los Angeles,Downtown,34.04882,-118.26293,Entire home/apt,107,30,1,2022-09-14,0.17,1,144,1,Los Angeles,Cozy DTLA Studio with a Balcony and View. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Downtown. Price: $107 per night. Minimum nights: 30. Reviews: 1.
26329612,"Beachwood Canyon, Beautiful 1 Bedroom Apartment",12131338,Timothy,City of Los Angeles,Hollywood Hills,34.11047,-118.32191,Entire home/apt,150,30,2,2022-10-23,0.04,1,241,1,Los Angeles,"Beachwood Canyon, Beautiful 1 Bedroom Apartment. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Hollywood Hills. Price: $150 per night. Minimum nights: 30. Reviews: 2."
602334117167196660,Lovely condo Long Beach with parking free Wi-Fi,31880912,Paul,Other Cities,Long Beach,33.77057,-118.19646,Entire home/apt,92,7,3,2022-08-18,0.38,1,358,3,Los Angeles,Lovely condo Long Beach with parking free Wi-Fi. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Long Beach. Price: $92 per night. Minimum nights: 7. Reviews: 3.
639355527950293034,Full service Apt located steps away from BH,1150286,Charlene,Other Cities,West Hollywood,34.091587,-118.382912,Entire home/apt,290,14,0,,0.0,1,0,0,Los Angeles,Full service Apt located steps away from BH. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: West Hollywood. Price: $290 per night. Minimum nights: 14. Reviews: 0.
775327271535116136,Celebrity owned hills estate,346057942,Jayna,City of Los Angeles,Hollywood Hills,34.1318415,-118.3388043,Entire home/apt,694,2,4,2023-02-16,1.36,2,336,4,Los Angeles,Celebrity owned hills estate. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Hollywood Hills. Price: $694 per night. Minimum nights: 2. Reviews: 4.
49656334,Cozy private bedroom in popular neighborhood,1591860,Anette,City of Los Angeles,Atwater Village,34.13236,-118.26875,Private room,75,30,0,,0.0,1,87,0,Los Angeles,Cozy private bedroom in popular neighborhood. Room type: Private room. City: Los Angeles. Neighbourhood: Atwater Village. Price: $75 per night. Minimum nights: 30. Reviews: 0.
14054912,Waves crashing from your balcony- Redondo Beach,34830207,Nathan,Other Cities,Redondo Beach,33.84003,-118.38769,Entire home/apt,59,3,1,2017-01-21,0.01,1,0,0,Los Angeles,Waves crashing from your balcony- Redondo Beach. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Redondo Beach. Price: $59 per night. Minimum nights: 3. Reviews: 1.
713909416367121710,Dog-Friendly Home in Long Beach | Near beach,49738945,Anthony And Diane,Other Cities,Long Beach,33.78451,-118.14525,Entire home/apt,212,2,19,2023-02-19,4.16,1,328,19,Los Angeles,Dog-Friendly Home in Long Beach | Near beach. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Long Beach. Price: $212 per night. Minimum nights: 2. Reviews: 19.
26694662,Trendy 2Br Home Koreatown( 30 days or more),124088091,Ron,City of Los Angeles,Koreatown,34.05597,-118.30961,Entire home/apt,101,30,61,2022-11-13,1.09,2,365,2,Los Angeles,Trendy 2Br Home Koreatown( 30 days or more). Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Koreatown. Price: $101 per night. Minimum nights: 30. Reviews: 61.
11182160,Modern Garden Retreat,58201995,Amy,City of Los Angeles,Sherman Oaks,34.15127,-118.42446,Entire home/apt,114,3,128,2023-02-26,1.86,1,268,21,Los Angeles,Modern Garden Retreat. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $114 per night. Minimum nights: 3. Reviews: 128.
826287945565151795,10 Minites from LAX Apartment,80687336,April,Unincorporated Areas,Westmont,33.93429,-118.29358,Private room,158,1,0,,0.0,7,365,0,Los Angeles,10 Minites from LAX Apartment. Room type: Private room. City: Los Angeles. Neighbourhood: Westmont. Price: $158 per night. Minimum nights: 1. Reviews: 0.
821097285704411537,1501/1-Luxury Studio-Sunset Blvd,144856741,Juan,City of Los Angeles,Echo Park,34.076825944548986,-118.25604445917148,Entire home/apt,98,30,0,,0.0,24,126,0,Los Angeles,1501/1-Luxury Studio-Sunset Blvd. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Echo Park. Price: $98 per night. Minimum nights: 30. Reviews: 0.
644502954703329395,"Brand New, Modern, Stylish House with Private Yard",14594741,Mark,City of Los Angeles,Reseda,34.18984,-118.52429,Entire home/apt,160,30,2,2022-11-26,0.38,3,124,2,Los Angeles,"Brand New, Modern, Stylish House with Private Yard. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Reseda. Price: $160 per night. Minimum nights: 30. Reviews: 2."
761752458818720333,"Cozy, Private Room & bathroom!",337327221,Ana,Unincorporated Areas,East Los Angeles,34.047366375811805,-118.1836108,Private room,73,2,13,2023-03-04,3.58,1,311,13,Los Angeles,"Cozy, Private Room & bathroom!. Room type: Private room. City: Los Angeles. Neighbourhood: East Los Angeles. Price: $73 per night. Minimum nights: 2. Reviews: 13."
573390171895380721,Quiet Sunset Strip private 1 BR  pool side,392525096,Jacqueline,City of Los Angeles,Hollywood Hills West,34.09231,-118.38821,Entire home/apt,110,30,2,2022-07-06,0.19,1,0,2,Los Angeles,Quiet Sunset Strip private 1 BR  pool side. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Hollywood Hills West. Price: $110 per night. Minimum nights: 30. Reviews: 2.
714860797395043354,SeaRinity Hideaway,339703513,Heather,Other Cities,Lakewood,33.865371949884135,-118.14015798492196,Entire home/apt,299,2,1,2023-02-22,1.0,2,346,1,Los Angeles,SeaRinity Hideaway. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Lakewood. Price: $299 per night. Minimum nights: 2. Reviews: 1.
50972310,Clean bed in a renovated shed in Culver City!,17379496,Robert,Other Cities,Culver City,34.01506,-118.39166,Private room,39,1,120,2023-02-17,5.97,3,338,60,Los Angeles,Clean bed in a renovated shed in Culver City!. Room type: Private room. City: Los Angeles. Neighbourhood: Culver City. Price: $39 per night. Minimum nights: 1. Reviews: 120.
14201760,Cozy bedroom & a private bathroom in nice neighbor,52335940,Michiru,City of Los Angeles,West Hills,34.22182,-118.61946,Private room,59,2,30,2023-02-19,0.37,1,0,18,Los Angeles,Cozy bedroom & a private bathroom in nice neighbor. Room type: Private room. City: Los Angeles. Neighbourhood: West Hills. Price: $59 per night. Minimum nights: 2. Reviews: 30.
654475770149499706,Room 4  queen bed ， bedside table ，desk chair 落地窗,464150736,Yundan,Other Cities,West Covina,34.0682039,-117.905173,Private room,52,1,26,2023-02-23,3.04,8,364,26,Los Angeles,Room 4  queen bed ， bedside table ，desk chair 落地窗. Room type: Private room. City: Los Angeles. Neighbourhood: West Covina. Price: $52 per night. Minimum nights: 1. Reviews: 26.
822484503661774353,Casa Alta,411784904,Lisa,Other Cities,Whittier,33.98445536287512,-118.0306214422174,Entire home/apt,360,3,2,2023-03-06,2.0,2,340,2,Los Angeles,Casa Alta. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Whittier. Price: $360 per night. Minimum nights: 3. Reviews: 2.
52572148,Modern Village Egret Room,48100558,Lynn,Other Cities,Claremont,34.10338,-117.72611,Private room,110,2,44,2023-01-03,3.43,3,231,40,Los Angeles,Modern Village Egret Room. Room type: Private room. City: Los Angeles. Neighbourhood: Claremont. Price: $110 per night. Minimum nights: 2. Reviews: 44.
31269158,LARGE master bedroom w. Downtown LA views,8135809,Nicolette,Unincorporated Areas,View Park-Windsor Hills,34.00369,-118.339,Private room,114,1,290,2023-03-06,5.86,6,244,86,Los Angeles,LARGE master bedroom w. Downtown LA views. Room type: Private room. City: Los Angeles. Neighbourhood: View Park-Windsor Hills. Price: $114 per night. Minimum nights: 1. Reviews: 290.
53328800,Peaceful Private Bedroom Suite - LAX/Silicon Beach,431762207,Sharanjit,City of Los Angeles,Westchester,33.96342,-118.37496,Private room,80,2,32,2023-02-23,2.3,1,40,29,Los Angeles,Peaceful Private Bedroom Suite - LAX/Silicon Beach. Room type: Private room. City: Los Angeles. Neighbourhood: Westchester. Price: $80 per night. Minimum nights: 2. Reviews: 32.
4495241,独立庭院两房，近华人超市。,10033808,Zimi,Other Cities,El Monte,34.08221,-118.00327,Entire home/apt,128,3,18,2018-12-31,0.18,10,354,0,Los Angeles,独立庭院两房，近华人超市。. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: El Monte. Price: $128 per night. Minimum nights: 3. Reviews: 18.
654620241967783700,Lovely 1br w/ Pool,410738617,Sarah,Other Cities,Glendale,34.15351,-118.25839,Private room,84,5,1,2022-07-17,0.13,2,365,1,Los Angeles,Lovely 1br w/ Pool. Room type: Private room. City: Los Angeles. Neighbourhood: Glendale. Price: $84 per night. Minimum nights: 5. Reviews: 1.
616674762689806591,15 Advantages 2/2 Bedroom Santa Manica,27798046,Rentsupervisor,Other Cities,Santa Monica,34.01988,-118.49889,Entire home/apt,651,2,1,2022-06-14,0.11,10,365,1,Los Angeles,15 Advantages 2/2 Bedroom Santa Manica. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Santa Monica. Price: $651 per night. Minimum nights: 2. Reviews: 1.
41508087,TenTen Wilshire Official - Deluxe,48877556,TenTen Wilshire,City of Los Angeles,Downtown,34.05065,-118.26159,Private room,400,30,27,2021-04-21,0.71,12,0,0,Los Angeles,TenTen Wilshire Official - Deluxe. Room type: Private room. City: Los Angeles. Neighbourhood: Downtown. Price: $400 per night. Minimum nights: 30. Reviews: 27.
44337962,Level ◆◆  Three Bedroom Suite + Balcony,30850484,Level Hotel And Furnished Suites,City of Los Angeles,Downtown,34.04416275024414,-118.25672912597656,Entire home/apt,300,30,1,2020-10-16,0.03,39,365,0,Los Angeles,Level ◆◆  Three Bedroom Suite + Balcony. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Downtown. Price: $300 per night. Minimum nights: 30. Reviews: 1.
20625031,**Gorgeous Hideout | Central West side location!**,20634006,Anu,Other Cities,Culver City,34.0066,-118.40793,Private room,59,2,48,2019-09-06,0.72,1,0,0,Los Angeles,**Gorgeous Hideout | Central West side location!**. Room type: Private room. City: Los Angeles. Neighbourhood: Culver City. Price: $59 per night. Minimum nights: 2. Reviews: 48.
50361746,Bright & Airy Guesthouse in Atwater Village,52807327,Patricia,City of Los Angeles,Atwater Village,34.11123,-118.2562,Entire home/apt,79,30,4,2021-12-22,0.22,1,4,0,Los Angeles,Bright & Airy Guesthouse in Atwater Village. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Atwater Village. Price: $79 per night. Minimum nights: 30. Reviews: 4.
2181389,"Modern, gorgeous, 3 BD 2.5 BR",11122366,Kirsten And Mike,Other Cities,Culver City,33.99747,-118.42793,Entire home/apt,300,2,48,2022-08-08,0.45,1,21,5,Los Angeles,"Modern, gorgeous, 3 BD 2.5 BR. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Culver City. Price: $300 per night. Minimum nights: 2. Reviews: 48."
23506161,"Writers Ranch Retreat 
*Private Getaway w/Horses*",53603280,Valerie,City of Los Angeles,Chatsworth,34.25088,-118.6181,Private room,82,4,117,2023-02-22,1.91,1,157,10,Los Angeles,"Writers Ranch Retreat 
*Private Getaway w/Horses*. Room type: Private room. City: Los Angeles. Neighbourhood: Chatsworth. Price: $82 per night. Minimum nights: 4. Reviews: 117."
665940435763156382,Westwood UCLA private master suit private bath,4780152,Moon,City of Los Angeles,West Los Angeles,34.04972,-118.43566,Private room,75,30,0,,0.0,27,365,0,Los Angeles,Westwood UCLA private master suit private bath. Room type: Private room. City: Los Angeles. Neighbourhood: West Los Angeles. Price: $75 per night. Minimum nights: 30. Reviews: 0.
50456252,Cozy  guest suite a block from the beach.,102639336,Kimberly,Other Cities,Redondo Beach,33.84427,-118.38665,Entire home/apt,169,2,63,2023-03-05,3.06,2,292,42,Los Angeles,Cozy  guest suite a block from the beach.. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Redondo Beach. Price: $169 per night. Minimum nights: 2. Reviews: 63.
605031479039259795,Palisades Home on the Bluff Incredible Beach Views,8398671,Sara,City of Los Angeles,Pacific Palisades,34.03417,-118.52557,Entire home/apt,795,4,18,2023-01-29,1.75,54,132,18,Los Angeles,Palisades Home on the Bluff Incredible Beach Views. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: Pacific Palisades. Price: $795 per night. Minimum nights: 4. Reviews: 18.
807231167121937832,Presidential Suite In A Mansion,144214204,Jino & Scott,City of Los Angeles,Sherman Oaks,34.16278802626998,-118.4546878350664,Private room,99,30,0,,0.0,1003,364,0,Los Angeles,Presidential Suite In A Mansion. Room type: Private room. City: Los Angeles. Neighbourhood: Sherman Oaks. Price: $99 per night. Minimum nights: 30. Reviews: 0.
19981888,Guest House with own entrance and private backyard,141722246,Ken & Sheri,City of Los Angeles,West Hills,34.19633,-118.63761,Entire home/apt,100,30,30,2023-01-31,0.45,1,311,2,Los Angeles,Guest House with own entrance and private backyard. Room type: Entire home/apt. City: Los Angeles. Neighbourhood: West Hills. Price: $100 per night. Minimum nights: 30. Reviews: 30.
804473829510981268,DQ.B1y-Homely Private Room with Kitchenette,497286087,Nicholas,City of Los Angeles,Central-Alameda,34.01383571590069,-118.24042766314048,Private room,59,30,2,2023-02-08,1.33,14,82,2,Los Angeles,DQ.B1y-Homely Private Room with Kitchenette. Room type: Private room. City: Los Angeles. Neighbourhood: Central-Alameda. Price: $59 per night. Minimum nights: 30. Reviews: 2.
